田林体育公寓 2室1厅 520万$520$87.1$田林体育公寓 $2室1厅
百步双轨地铁 品质小区+景观楼层带阁楼+ 随时拎包入住$439$77.84$东陆新村五街坊 $3室2厅
双地铁，朝南，楼层好，客厅有窗户，注重教育的选择$260$41.6$大桥小区 $1室1厅
嘉西地铁花坛位置 业主自住装修 店东力荐！！！$270$82.59$新城悠活城 $2室1厅
店长推荐，地铁口南北两房，精装修，税少，看房方便$420$83.19$水清年华花园 $2室2厅
南北通风，采光好，总价低，拎包入住$238$68.43$崧泽华城秀景苑 $2室1厅
业主自住装修，经典小三房，中间楼层，中间位置$355$93$金地自在城(二期) $3室2厅
蓝色收获+小户型低总价+百联|+金山卫站$98$59.4$蓝色收获龙宇路999弄 $1室1厅
精装修、户型方正，朝南，铂金3楼，只一套了$400$40.85$凯旋一村 $1室1厅
中间楼层  满五唯一  近地铁   无噪音$188$36.39$临沂八村 $1室1厅
四期景观大一房，业主置换跟我买好房子，有钥匙随时看$535$69.56$中远两湾城 $1室2厅
正气三房 业主置换 诚意出售  满五唯一 产权清晰$992$121$东方知音苑 $3室2厅
财富海景前排中区大宅，景色无遮挡，境外业主诚意出售$4500$339.98$财富海景花园 $4室2厅
美丽景观大三房 三房朝南带阳台 佰平阔气客厅！$4858$296.31$翠湖天地隽荟 $3室3厅
店长主推+精装中空带地暖+价格含车位+户型好双南$735$108.7$春申景城MIDTOWN $2室2厅
自住装修，一线江景。满五唯一，看房方便$1540$217.19$家化滨江苑 $3室2厅
两房满五唯一，业主诚意出售，拎包入住，$120$72.44$绿地玲珑寓 $2室1厅
人车分流，园林小区 满五唯一 税费低 高区采光好$765$94.9$新家坡园景苑 $2室2厅
小巧的户型，温馨的家，采光充足，居住舒适。$219$56.29$星颂家园 $1室1厅
房屋格局好，户型方正，满两年，唯$208$59.89$新德三村 $2室1厅
有产权车位 全明户型，新装修，拎包入住  诚意出售$1320$133.11$国际丽都城 $3室2厅
温馨华丽三居室，婚房装修尽显品位，户型方正$420$109.92$星金家园 $3室2厅
满五唯一+致远+双南双阳台+3楼+三地铁（6+9+14）+边套$425$70.51$金杨新村四街坊 $2室1厅
中间楼层，欧式装修，全明边套净收眼底$375$53.92$康乐小区(徐汇) $2室0厅
此房满五年 南北通正两房 自住装修 前后无遮挡$295$74.38$妙栏小区 $2室2厅
8层电梯洋房带阁楼，买一层带一层，人车分流环境好$310$88.35$海上纳缇 $3室2厅
急售+婚房+8号线150米+中间位置5楼+另附大阳台！$223$39.74$大三小区 $1室1厅
南北两房，花园小区，闹中取静，精装拎包入住$875$111.75$嘉瑞花苑 $2室2厅
晴川佳苑11年房龄 小区环境好 地铁近 业主诚心出售$235$55.08$晴川佳苑 $1室1厅
总价低，美丽一房，中间楼层，采光充足，视野佳$158.5$52.92$塘和家园桂花锦苑 $1室1厅
出门即是南京西路，全明大三房，让利百万诚售$1680$154.98$静安四季苑 $3室2厅
楼梯房三楼，满五年唯一，小区中间位置$500$98$幸福小镇 $3室2厅
花园小区婚房精装三房，带独立车库！$330$117.76$人生港湾南欧城 $3室2厅
景观楼层，主卧朝南，户型好，采光通风好$275$57.04$金杨新村九街坊 $2室1厅
满五唯一，大3房，诚意出售，有钥匙。$265$66.45$园西小区 $3室1厅
买一层带一层，园西+15年买进+诚心出售看房随时$390$104.99$新川公寓 $3室2厅
近地铁，配套成熟，产权清晰无户口，随时看房$495$120.84$顺馨佳园 $3室2厅
店长急荐，本房前面花园，采光通风好，看房方便。$185$78.57$惠康苑 $2室1厅
满五唯一，南北通透，楼层好，视野宽阔，采光充足。$315$88.76$王桥苑 $2室2厅
配套好，出行便利，小型社区，环境舒适$271$100.34$惠康苑西苑 $3室1厅
5号线龙湖天街旁，正气3房，满五唯一，景观位置，急售$299$81.89$绿地新干线 $3室1厅
新高苑新出电梯小户型，精装修自住，诚意出售$270$58.51$新高苑(二期) $1室1厅
双南户型，简单装修，通透格局好，采光好，近地铁$188$67.15$红旗小区 $2室1厅
近地铁，温馨华丽两居室，婚房装修尽显品位，户型方正$300$89.85$丰怡苑 $2室2厅
满二唯一，看房方便。简约装修，采光好，视野开阔。$328$87.66$丽景翠庭 $2室2厅
大三房，中间楼层采光好，面积宽敞。$300$130.15$水岸家园 $3室2厅
业主诚心出售此房，一手动迁且满五唯一$430$101.31$东绣苑 $3室2厅
好房推荐：保利叶语  精装修+中秧空调  拎包入住$465$86.76$保利叶语(一期)(公寓) $2室2厅
两房朝南，采光充足，视野开阔，前后无遮挡，看房方便$190$79$惠康苑 $2室1厅
2003年房龄非顶楼此房满五唯一，看房提前联系+全明$315$55.85$控江路1455弄 $2室1厅
保养完好，精装一房，采光足，视野好，有钥匙$215$54.3$星颂家园 $1室1厅
大一室 首套房首付21万出租2000 价格可谈 看房有钥匙$110$36.07$月浦二村 $1室1厅
惠益新苑 1室1厅 158万$158$57.41$惠益新苑 $1室1厅
2016年精装修的双南两房，非顶楼，月内卖掉概率达99%$400$47.7$田林十二村 $2室1厅
二期双南双阳台，精装两房，高区，看房方便。$705$97.91$秋月枫舍 $2室2厅
曹路优选两房 户型方正 看房方便 诚意出售$310$82.84$星晓家园 $2室2厅
户型方正明亮宽敞带花园，得房率高$1050$122.54$金色碧云 $3室2厅
妙境公寓153平大三房好楼层，有车库看房方便430万$430$153.66$妙境公寓 $3室2厅
老西门板块，双轨交汇，婚房装修，满五年，采光全天$190$24.32$大林路43弄 $1室0厅
70年住宅，通煤气，酒店式管理，刷卡到户精装好房$698$67.66$艾格美国际公寓 $1室2厅
万达商圈，地铁22号线，一楼带30平大花园。看房方便。$120$77.45$绿地玲珑寓 $2室1厅
绿地品质小区，顶楼带阁楼，装修保养新$235$45.36$绿地诺丁山(公寓) $2室1厅
景观10楼，业主急售直接降价出售，有钥匙，随时看房$350$63.38$绿地崴廉公寓 $1室1厅
此房 一手动迁 满五唯一，税少，诚心出售$245$54.89$万馨佳园 $1室1厅
蝴蝶户型，三房精装，双落地阳台，房东诚心出售.$478$127.73$金钻苑南区 $3室2厅
真如副规划地段 岚皋路地铁7号线 小户型一房$206$38.34$府村苑 $1室1厅
新德五村两房朝南，全明户型，房型方正，业主诚意出售$225$68.99$新德五村 $2室1厅
满五唯一，中间楼层，业主诚心出售，看房有钥匙$128$53.31$育新新村 $2室1厅
荡湾新村小两房，新装修的，中间楼层，看房有钥匙$130$53.26$荡湾新村 $2室1厅
国家会展 徐泾地铁站诸光路地铁站小区环境好有钥匙$309$69$玉兰清苑 $2室1厅
桃源二村，近16号线地铁口，诚心出售$150$69$桃源二村 $2室1厅
新出房源  南北通透 中楼层  价格便宜$1450$173.99$九龙仓玺园 $3室1厅
小区中间楼层，南北通户型，采光好位置好$247$74.87$银凤小区 $2室1厅
心圆东苑 1室1厅 273万$273$58.97$心圆东苑 $1室1厅
店长推荐，两室简装，满五，房东诚心出售$138$57.9$荡湾新村 $2室1厅
带车位 高区全南两房  看房方便 业主诚意出售$1430$129.36$远中风华园(公寓) $2室2厅
东湖路上俯瞰淮海中路洋房景观，一南一北，厅朝南$1440$120.89$嘉丽苑(徐汇) $2室2厅
高区+稀售户型+大平层+全明+三轨交汇+新天地旁$2300$288.3$老西门新苑 $4室2厅
约8米宽的客厅+满2年+双车位+无遮挡采光全明+看房方便$1420$181.15$绿城上海御园 $4室2厅
店长力推+一梯两户+全南俩房+低总价+业主诚售看房随时$526$69.51$长宁路225弄 $2室1厅
文化新村,房子南北通透，房东诚意出售。$207$89.15$文化新村(惠南) $2室2厅
急卖，价格可谈，vlp房源，必看好房。$210$60.78$新德三村 $2室1厅
南北两房全明户型采光充足 近上海南站地铁站 诚售。$468$68.03$长虹坊 $2室1厅
花苑村紫竹园 2室1厅 468万$468$67.11$花苑村紫竹园 $2室1厅
新德三村总价低，小户型，诚心出售，好房子好漂亮$154$45.65$新德三村 $1室1厅
钥匙已收 满五唯一 3房全明户型 诚意出售$850$105.12$三和花园 $3室2厅
高品质独栋 挑空客厅 全套房 全朝南户型 带私家泳池$1980$280.73$居礼别墅 $5室3厅
浦江丽都，两房电梯,房型方正，南北通户型$230$71.82$浦江丽都 $2室2厅
05年次新房 南北通 四楼 满五唯一 出门园西 诚售$330$74.16$万馨佳园 $2室2厅
楼层高采光充足，视野开阔，通风性能佳，普通住房税少$177$32.26$安顺路231弄 $1室1厅
1999年 中楼层南北通两房，精装修，看房提前预约$348$49.21$瞿溪路937弄 $2室1厅
包车库！总价低！接受置换！提前交房！有钥匙！优选！$1620$195.02$嘉誉湾 $4室2厅
上郡仅有8套此户型，5年才出来一套，带产权车位$472$59.92$九歌上郡 $1室1厅
全明户型，三开间朝南，南北双阳台的通透，一梯一户哦$640$120.94$保利叶之林(一期) $3室2厅
视野宽阔，采光充足，交通便利，配套齐全$363$66.41$上钢七村 $3室0厅
近小区花园位置   满五唯一   户型正气$460$88.38$康泰新城 $2室2厅
2002年电梯两房，户型好，采光好，近地铁，产权清晰$535$95.11$远景佳苑二期 $2室2厅
精装两房，楼层好，采光足，一手动迁税费少$320$77.88$绿地新江桥城二期 $2室1厅
仁恒三期  满五年唯一  带产权车位  税少$1658$184.58$仁恒河滨花园 $3室2厅
近三林印象城，11号地铁沿线，电梯房景观楼层，满五年$457$83.37$杉林新月环林东路875弄 $2室2厅
此房满五唯一免征个税，南北户型，交通方便，配套成熟$178$56.02$天极盛宅花园 $2室1厅
低总价大三房+三开间朝南+格局方正南北通复旦教授为邻$870$128.77$红旗教师公寓 $3室2厅
近地铁，中间楼层，南北通格局，业主诚心出售！$233$93.74$靖海苑(公寓) $2室2厅
会所旁位置三房！满五唯一，买入价高。有车位！诚售$1120$127.49$上海绿城 $3室2厅
近 地铁经典三房两卫，楼层好，位置佳$430$127.31$招商海德名门 $3室2厅
文华苑四期三房，顶楼复式，单价四万四$499$113.34$文华苑(宝山) $3室2厅
此房满五不唯一，格局好，采光充足，户型方正双朝南。$285$74.12$华高一村 $2室1厅
中间楼层，精装修交通便捷，各大公交门口，近地铁。$288$85.5$银龙小区 $3室1厅
急售 宝业大三房  南北通透 品质小区$370$118$宝业万华城 $3室2厅
人生港湾南欧城 3室2厅 340万$340$115.69$人生港湾南欧城 $3室2厅
妙栏小区 2室1厅 245万$245$58.23$妙栏小区 $2室1厅
内环边 精装修带地暖 地铁3+4+9轨道 市六医院旁边$435$81.17$钦州花苑 $2室1厅
精装修可以拎包入住，户型棒，通风好，看房方便。$248$98.86$莎海惠晨苑 $2室2厅
东锦苑 3室2厅 482万$482$109.81$东锦苑 $3室2厅
民乐城惠园 85平两房 中间楼层 挂牌225万 诚意出售$225$84.78$民乐城惠园 $2室2厅
专属房源，一对一服务，南北通中区好房诚售$1380$108.28$中凯城市之光(静安) $2室2厅
宝丽花苑 中间楼层双南临河景观 全新精装修 随时看$348$76.18$航华二村二街坊 $2室1厅
杨思前滩+精装修+三线交轨+业主诚心出售+户型通透$565$93.06$恒大华城天地苑 $2室2厅
双轨交汇 配套成熟 环境优美 边套带窗全明$286$64.17$东陆新村六街坊 $2室1厅
世茂经典H户型两房 重新装修保养好 诚意出售看房方便$1300$129$世茂滨江花园 $2室2厅
税费少，带一楼储藏室12平有窗，一梯两户，位置安静$860$109.96$泾南教师公寓 $3室1厅
精装修，交通方便，房东诚心出售$195$78$桃源二村 $2室1厅
香山新村东南街坊 2室1厅 295万$295$59.7$香山新村东南街坊 $2室1厅
双卧朝南 精装修 户型正气 带厅 距离地铁口450米$385$52.07$东安四村 $2室1厅
满五唯一+ 业主诚意+层次分明+动静分离$1160$171.9$四季园 $3室2厅
9号线+进才+南北双阳台+统装交付+地暖+空调$1350$136.32$仁恒河滨城(三期) $3室2厅
满五唯一税费少！单价低总价也低！房东诚意出售！$400$118.69$东莲大厦 $3室1厅
品质佳，小区新，房型珍缺，业主急售，等一有缘人$1130$127.4$古北国际广场 $2室2厅
